descricao,Categoria,contagem_galv,contagem_diam,contagem_equip,contagem_sequencia,contagem_20cm,contagem_tam
caneta mesa digitalizado lhes cor cor unica caneta aplicacao mesa digitalizado marca com referencia lhes nivel pressao ponta ponta substituivel compatibilidade cth cth ctl,3,0,0,0,0,0,0
caneta pow mak com hidra pon prata caneta power make compacto hidrocor cor prata ponta,3,0,0,0,0,0,0
caneta pow mak com hidra pon prata cor cor unica caneta power make compacto hidrocor cor prata ponta,3,0,0,0,0,0,0
caneta preta quadro branco ponta fina cor cor unica,3,0,0,0,0,0,0
caneta retro projetor cor cor unica caneta retro projetor azul,3,0,0,0,0,0,0
caneta retro projetor caneta retro projetor cor preta,3,0,0,0,0,0,0
caneta retro projetor cor cor unica caneta retro projetor cor preta,3,0,0,0,0,0,0
caneta retro projetor cor cor unica caneta retro projetor preto,3,0,0,0,0,0,0
caneta retro projetor ver cor cor unica caneta retro projetor vermelha,3,0,0,0,0,0,0
caneta retro projetor ver cor cor unica caneta retro projetor ver,3,0,0,0,0,0,0
caneta promocional base cor cor unica caneta base embalagem modelo material plastico gravacao cor acabamento front tinta azul,3,0,0,0,0,0,0
caneta promocional base cor cor unica,3,0,0,0,0,0,0
caneta tecido acrilpen acrilex,3,0,0,0,0,0,0
caneta tecido acrilpen acrilex caneta aplicacao tecido cor azul marca acrilpen acrilex,3,0,0,0,0,0,0
caneta tecido acrilpen acrilex cor cor unica caneta aplicacao tecido cor azul marca acrilpen acrilex,3,0,0,0,0,0,0
caneta tecido acrilpen acrilex azul,3,0,0,0,0,0,0
caneta tecido acrilpen acrilex azul cor cor unica,3,0,0,0,0,0,0
caneta tecido acrilpen acrilex preto,3,0,0,0,0,0,0
caneta tecido acrilpen acrilex preto cor cor unica,3,0,0,0,0,0,0
caneta tecido acrilpen acrilex rosa cor cor unica,3,0,0,0,0,0,0
caneta tecido acrilpen acrilex ver,3,0,0,0,0,0,0
caneta tecido acrilpen acrilex verme cor cor unica,3,0,0,0,0,0,0
caneta tecido acrilpen acrilex caneta aplicacao tecido cor vermelho marca acrilpen acrilex,3,0,0,0,0,0,0
caneta tecido acrilpen acrilex cor cor unica caneta aplicacao tecido cor vermelho marca acrilpen acrilex,3,0,0,0,0,0,0
caneta reciclada azul brinde pmc cor cor unica,3,0,0,0,0,0,0
caneta retroprojetor caneta tipo caneta retroprojetor cor tinta azul forma fornecimento aviso apresentacao,3,0,0,0,0,0,0
caneta retroprojetor cor azul caneta tipo caneta retroprojetor cor tinta azul forma fornecimento aviso apresentacao,3,0,0,0,0,0,0
caneta retroprojetor preta pilot,3,0,0,0,0,0,0
caneta retroprojetor preta pilot cor cor unica,3,0,0,0,0,0,0
canetas marcadores ponta feltro,3,0,0,0,0,0,0
caneta sabido point estojo core,3,0,0,0,0,0,0
caneta sabido point estojo core cor cor unica,3,0,0,0,0,0,0
caneta uni ball umn azul cor cor unica,3,0,0,0,0,0,0
caneta uni ball umn preta cor cor unica,3,0,0,0,0,0,0
caneta uni pin fine line cor cor unica,3,0,0,0,0,0,0
caneta verde quadro branco ponta fina cor cor unica,3,0,0,0,0,0,0
caneta ver quadro branco ponta fina cor cor unica,3,0,0,0,0,0,0
caneta wbm azul quadro branco,3,0,0,0,0,0,0
caneta wbm azul quadro branco cor cor unica,3,0,0,0,0,0,0
caneta wbm preto quadro branco cor cor unica,3,0,0,0,0,0,0
caneta wbm verde quadro branco cor cor unica,3,0,0,0,0,0,0
caneta wbm vermelho quadro branco,3,0,0,0,0,0,0
caneta wbm vermelho quadro branco cor cor unica,3,0,0,0,0,0,0
caneta roller cor cor unica,3,0,0,0,0,0,0
correio caneta,3,0,0,0,0,0,0
kit estojo canetas plastico,3,0,0,0,0,0,0
kit estojo canetas plastico cor cor unica kit estojo canetas material canetas plastico aplicacao brinde,3,0,0,0,0,0,0
kit fazendo proprias canetas cor cor unica kit fazendo proprias canetas aplicacao brinde componentes tinta tubos acessorios,3,0,0,0,0,0,0
mkt caneta base caneta base caixa unidades tinta azul embalagem,3,0,0,0,0,0,0
mkt caneta base cor cor unica caneta base caixa unidades tinta azul embalagem,3,0,0,0,0,0,0
caneta esferograf azul bic,3,0,0,0,0,0,0
caneta esferograf preto bic,3,0,0,0,0,0,0
caneta esferograf verde bic,3,0,0,0,0,0,0
caneta esferograf vermelho bic,3,0,0,0,0,0,0
caneta gel pen azul,3,0,0,0,0,0,0
caneta gel pen preta,3,0,0,0,0,0,0
caneta giz apagado,3,0,0,0,0,0,0
caneta marca texto amarelo roller,3,0,0,0,0,0,0
caneta marca texto laranja roller,3,0,0,0,0,0,0
caneta marca texto rosa roller,3,0,0,0,0,0,0
caneta marca texto verde roller,3,0,0,0,0,0,0
caneta tecido azul marinho,3,0,0,0,0,0,0
caneta tecido branco,3,0,0,0,0,0,0
caneta tecido cinza,3,0,0,0,0,0,0
caneta tecido laranja,3,0,0,0,0,0,0
caneta tecido preto,3,0,0,0,0,0,0
caneta tecido rosa,3,0,0,0,0,0,0
caneta tecido roxo,3,0,0,0,0,0,0
caneta uni pin,3,0,0,0,0,0,0
caneta bic compacto cristal azul,3,0,0,0,0,0,0
caneta bic compacto cristal preta,3,0,0,0,0,0,0
caneta bic fine plus cor azul,3,0,0,0,0,0,0
caneta bic fine plus cor preta,3,0,0,0,0,0,0
caneta bic fine plus cor vermelha,3,0,0,0,0,0,0
caneta borracha,3,0,0,0,0,0,0
caneta btf gripe preta,3,0,0,0,0,0,0
caneta compacto azul,3,0,0,0,0,0,0
caneta compacto azul eco,3,0,0,0,0,0,0
caneta compacto microfone vermelha,3,0,0,0,0,0,0
caneta compacto preta,3,0,0,0,0,0,0
caneta compacto preto eco,3,0,0,0,0,0,0
caneta compacto vermelha,3,0,0,0,0,0,0
caneta compacto vermelho eco,3,0,0,0,0,0,0
caneta suporte aluminio,3,0,0,0,0,0,0
caneta esferografica aspiro azul,3,0,0,0,0,0,0
caneta esferografica metal hangar,3,0,0,0,0,0,0
caneta esferografica pilot bps gripe azul,3,0,0,0,0,0,0
caneta fazer castelo fine pen ponta ultrafina preta,3,0,0,0,0,0,0
caneta fine pen azul fazer,3,0,0,0,0,0,0
caneta fine pen vermelha fazer,3,0,0,0,0,0,0
caneta grupo lunelli sortido,3,0,0,0,0,0,0
caneta hangar sortido,3,0,0,0,0,1,0
caneta lumicolor amarelo pilot,3,0,0,0,0,0,0
caneta lumicolor azul pilot,3,0,0,0,0,0,0
caneta lumicolor laranja pilot,3,0,0,0,0,0,0
caneta lumicolor rosa pilot,3,0,0,0,0,0,0
caneta lumicolor verde pilot,3,0,0,0,0,0,0
caneta marcador tecido acrilex preta,3,0,0,0,0,0,0
caneta marcador tecido amarelo ouro,3,0,0,0,0,0,0
caneta marcador tecido azul turquesa,3,0,0,0,0,0,0
caneta marcador tecido vermelho fogo,3,0,0,0,0,0,0
caneta manequim preta ponta,3,0,0,0,0,0,0
caneta pilot calor azul,3,0,0,0,0,0,0
caneta pilot super gripe azul,3,0,0,0,0,0,0
caneta pilot super gripe preta,3,0,0,0,0,0,0
caneta pilot super gripe vermelho,3,0,0,0,0,0,0
caneta pilot super gripe preto,3,0,0,0,0,0,0
caneta pilot super gripe vermelha,3,0,0,0,0,0,0
caneta pilot ball gripe extra fine,3,0,0,0,0,0,0
caneta pincel atomico azul pilot,3,0,0,0,0,0,0
caneta pincel atomico preto pilot,3,0,0,0,0,0,0
caneta pincel atomico verde pilot,3,0,0,0,0,0,0
caneta pincel atomico vermelho pilot,3,0,0,0,0,0,0
caneta retroprojetor fazer pilot preta,3,0,0,0,0,0,0
caneta retroprojetor fazer pilot vermelha,3,0,0,0,0,0,0
caneta retroprojetor fazer pilot azul,3,0,0,0,0,0,0
caneta promocional,3,0,0,0,0,0,0
caneta tecido azul claro acrilpen,3,0,0,0,0,0,0
caneta tecido verde escuro acrilpen,3,0,0,0,0,0,0
caneta quatro core,3,0,0,0,0,0,0
canetas personalizadas,3,0,0,0,0,0,0
carga caneta zri refiz cross zoo,3,0,0,0,0,0,0
carga caneta uffizi trato fino cor preta,3,0,0,0,0,0,0
caixa caneta marca texto,3,0,0,0,0,0,0
caneta azul bic,3,0,0,0,0,0,0
caneta bic azul,3,0,0,0,0,0,0
caneta marca texto lamina,3,0,0,0,0,0,0
caneta marca texto fluorescente amarela,3,0,0,0,0,0,0
caneta marca texto fluorescente laranja,3,0,0,0,0,0,0
caneta marca texto vermelho,3,0,0,0,0,0,0
caneta quadro branco base agua,3,0,0,0,0,0,0
caneta quadro branco cor preta nao permanente,3,0,0,0,0,0,0
caneta quando branco cor vermelha nao permanente,3,0,0,0,0,0,0
caneta retroprojetor preta,3,0,0,0,0,0,0
caneta retroprojetor verde,3,0,0,0,0,0,0
caneta retroprojetor vermelha,3,0,0,0,0,0,0
caneta permanente preto,3,0,0,0,0,0,0
caneta permanente vermelha,3,0,0,0,0,0,0
caneta unidade,3,0,0,0,0,0,0
canetas esferografica bic core,3,0,0,0,0,0,0
canetas esferografica bps gripe azul,3,0,0,0,0,0,0
canetas esferografica cristal azul bic,3,0,0,0,0,0,0
canetas retroprojetor marcador preto,3,0,0,0,0,0,0
porta caneta,3,0,0,0,0,0,0
caneta esferografica cristal vermelho bic,3,0,0,0,0,0,0
caneta core base promocional,3,0,0,0,0,0,0
caneta amarela cromo base,3,0,0,0,0,0,0
caneta bic preta,3,0,0,0,0,0,0
caneta bic vermelha,3,0,0,0,0,0,0
caneta pilot preta,3,0,0,0,0,0,0
caneta pilot vermelha,3,0,0,0,0,0,0
caneta cristal fine plus azl bic,3,0,0,0,0,0,0
caneta cromo latinum,3,0,0,0,0,0,0
caneta metal mosca brindes corporativos,3,0,0,0,0,0,0
caneta destaca texto amarela,3,0,0,0,0,0,0
caneta metal cod,3,0,0,0,0,0,0
caneta esferografica metal,3,0,0,0,0,0,0
caneta esferografica plastica ght,3,0,0,0,0,0,0
caneta metal,3,0,0,0,0,0,0
caneta metal prata base promocional,3,0,0,0,0,0,0
caneta personalizada base preta detalhe azul,3,0,0,0,0,0,0
caneta pincel marca dvd pilot,3,0,0,0,0,0,0
caneta pincel marca retroprojetor pilot,3,0,0,0,0,0,0
caneta plastica marca texto,3,0,0,0,0,0,0
caneta plastica gravado personalizada,3,0,0,0,0,0,0
caneta plastica base promocional,3,0,0,0,0,0,0
caneta plastica personalizada clip calor amarela,3,0,0,0,0,0,0
caneta retroprojetor fazer,3,0,0,0,0,0,0
canetas pra caneta plastica prata,3,0,0,0,0,0,0
canetas,3,0,0,0,0,0,0
conjunto caneta lapiseira base promocional,3,0,0,0,0,0,0
kit porta cartas chaveiro caneta personalizados base,3,0,0,0,0,0,0
caneta bic core,3,0,0,0,0,0,0
caneta bic verde,3,0,0,0,0,0,0
caneta detector notas falsas,3,0,0,0,0,0,0
caneta escapamentos,3,0,0,0,0,0,0
caneta fixa corrente,3,0,0,0,0,0,0
caneta laser retro projetor,3,0,0,0,0,0,0
caneta nada caneta nada,3,0,0,0,0,0,0
caneta disto,3,0,0,0,0,0,0
caneta pilot retrato azul,3,0,0,0,0,0,0
caneta pilot retrato vermelha,3,0,0,0,0,0,0
caneta base baterias metal,3,0,0,0,0,0,0
caneta plastica mbr,3,0,0,0,0,0,0
caneta plastica base caneta semi metal base mudado caneta plastica,3,0,0,0,0,0,0
caneta possa profissional branco,3,0,0,0,0,0,0
caneta retro projetor gripe pilot,3,0,0,0,0,0,0
caneta retro projetor ponta fina,3,0,0,0,0,0,0
caneta retro projetor ponta medium,3,0,0,0,0,0,0
caneta retro projetor ponta medium preta,3,0,0,0,0,0,0
canetas lumicolor amarelo marca texto,3,0,0,0,0,0,0
canetas lumicolor azul marca texto,3,0,0,0,0,0,0
canetas lumicolor laranja marca texto,3,0,0,0,0,0,0
canetas lumicolor marca texto,3,0,0,0,0,0,0
canetas lumicolor rosa marca texto,3,0,0,0,0,0,0
canetas lumicolor verde marca texto,3,0,0,0,0,0,0
caneta tecido unica branca dupla preta textil,3,0,0,0,0,0,0
conjunto canetas pilot core boa master wbmavbm medium,3,0,0,0,0,0,0
porta caneta eletronico,3,0,0,0,0,0,0
caneta bic azul qtd emb,3,0,0,0,0,0,0
caneta compacto plus logo abro brindes,3,0,0,0,0,0,0
caneta chow,3,0,0,0,0,0,0
caneta chow feiras eventos,3,0,0,0,0,0,0
caneta esferografica azul bic caixa,3,0,0,0,0,0,0
caneta esferografica preta bic caixa,3,0,0,0,0,0,0
caneta esferografica vermelha bic caixa,3,0,0,0,0,0,0
caneta marcador permanente cor preto ponta pilot,3,0,0,0,0,0,0
caneta marca texto amarelo,3,0,0,0,0,0,0
caneta marca texto laranja,3,0,0,0,0,0,0
caneta marca texto rosa,3,0,0,0,0,0,0
caneta metal tablet personalizada,3,0,0,0,0,0,0
caneta pilot azul,3,0,0,0,0,0,0
caneta pilot verde,3,0,0,0,0,0,0
caneta base,3,0,0,0,0,0,0
caneta plastica gravacao cor,3,0,0,0,0,0,0
caneta plastica base,3,0,0,0,0,0,0
caneta retro pilot preta qtd emb,3,0,0,0,0,0,0
caneta simple,3,0,0,0,0,0,0
caneta simple feiras eventos,3,0,0,0,0,0,0
canetas simple feiras eventos,3,0,0,0,0,0,0
caneta vermelha feiras eventos,3,0,0,0,0,0,0
organizador mesa metal telhado preto porta caneta lapis,3,0,0,0,0,0,0
caneta esferografica azul bic,3,0,0,0,0,0,0
caneta esferografica cristal verde bic,3,0,0,0,0,0,0
caneta hidrografica core calor,3,0,0,0,0,0,0
caneta marcador cartao bloqueio caneta marcador cartao bloqueio cod brandy,3,0,0,0,0,0,0
caneta pincel atomico preta pilot,3,0,0,0,0,0,0
caneta quadro branco azul,3,0,0,0,0,0,0
caneta quadro branco preta,3,0,0,0,0,0,0
caneta quadro branco verde,3,0,0,0,0,0,0
caneta quadro branco vermelha,3,0,0,0,0,0,0
caneta retro projetor preto pilot,3,0,0,0,0,0,0
caneta roller custava stone,3,0,0,0,0,0,0
caneta verde custava stone,3,0,0,0,0,0,0
canetas tinteiro outras canetas,3,0,0,0,0,0,0
caneta correria ponta metal bic bispo,3,0,0,0,0,0,0
caneta cristal azul bic marca modelo cor tamanho,3,0,0,0,0,0,0
caneta cristal preta bic,3,0,0,0,0,0,0
caneta cristal vermelha bic,3,0,0,0,0,0,0
caneta ecologica personalizada base,3,0,0,0,0,0,0
caneta esferografica azul touch screen,3,0,0,0,0,0,0
caneta esferografica bps azul pilot,3,0,0,0,0,0,0
caneta esferografica bps preta pilot,3,0,0,0,0,0,0
caneta esferografica bps verde pilot,3,0,0,0,0,0,0
caneta esferografica bps vermelho pilot,3,0,0,0,0,0,0
caneta esferografica papel mate kilometrica azul somente caneta papel mate kilometrica azul,3,0,0,0,0,0,0
caneta marca texto amarelo pilot,3,0,0,0,0,0,0
caneta marca texto amarelo piloto,3,0,0,0,0,0,0
caneta marca texto azul pilot,3,0,0,0,0,0,0
caneta marca texto azul piloto,3,0,0,0,0,0,0
caneta marca texto laranja piloto,3,0,0,0,0,0,0
caneta marca texto rosa pilot,3,0,0,0,0,0,0
caneta marca texto rosa piloto,3,0,0,0,0,0,0
caneta marca texto verde piloto,3,0,0,0,0,0,0
caneta metalica logo base,3,0,0,0,0,0,0
caneta metalica esferografica cromo modelo embaixador roller ball fabricante cromo distribuir escrita ind ser suprir escrito lida cor preta,3,0,0,0,0,0,0
caneta permanente ponta azul pilot opto marca maxprint,3,0,0,0,0,0,0
caneta permanente ponta azul pilot,3,0,0,0,0,0,0
caneta permanente ponta preta pilot,3,0,0,0,0,0,0
caneta permanente ponta verde pilot,3,0,0,0,0,0,0
caneta permanente ponta vermelha pilot,3,0,0,0,0,0,0
caneta permanente ponta vermelha piloto,3,0,0,0,0,0,0
caneta permanente ponta ultra fina azul pilot,3,0,0,0,0,0,0
caneta permanente ponta ultra fina preta pilot,3,0,0,0,0,0,0
caneta permanente ponta ultra fina vermelha pilot,3,0,0,0,0,0,0
caneta personalizada base instituto base,3,0,0,0,0,0,0
caneta plastica logo base caneta plastica embalagem granel contendo logo base digo unit brindes,3,0,0,0,0,0,0
caneta vermelha bic cristal,3,0,0,0,0,0,0
porta caneta fixo corrente caneta metal,3,0,0,0,0,0,0
caneta adm,3,0,0,0,0,0,0
caneta bic azul adm,3,0,0,0,0,0,0
caneta bic azul cml,3,0,0,0,0,0,0
caneta dinheiro falso adm,3,0,0,0,0,0,0
caneta dinheiro falso cml,3,0,0,0,0,0,0
caneta bps gripe azul,3,0,0,0,0,0,0
caneta bps gripe vermelha,3,0,0,0,0,0,0
caneta mesa polida suporte,3,0,0,0,0,0,0
caneta dupla ponta grossa fina,3,0,0,0,0,0,0
caneta esferografica azul caneta esferografica azul pilot super gripe,3,0,0,0,0,0,0
caneta hidrocor,3,0,0,0,0,0,0
caneta pilot retroprojetor vermelho,3,0,0,0,0,0,0
caneta pilot retroprojetor azul,3,0,0,0,0,0,0
caneta pilot retroprojetor ponta fina azul,3,0,0,0,0,0,0
caneta possa branca,3,0,0,0,0,0,0
caneta sabido fine azul,3,0,0,0,0,0,0
caneta tinta cinza sabia,3,0,0,0,0,0,0
caneta touch screen endpoint,3,0,0,0,0,0,0
caneta touch status,3,0,0,0,0,0,0
caneta uma branca,3,0,0,0,0,0,0
porta caneta clip duplo cristal,3,0,0,0,0,0,0
suporte caneta marcador prisioneiro,3,0,0,0,0,0,0
caneta ultra fine preta marca homologada cismar,3,0,0,0,0,0,0
caneta esferografica bic azul cristal marca homologada bic,3,0,0,0,0,0,0
caneta esferografica bic preta cristal marca homologada bic,3,0,0,0,0,0,0
caneta esferografica bic vermelha cristal marca homologada bic,3,0,0,0,0,0,0
caneta esferografica ncm,3,0,0,0,0,0,0
caneta lumicolor azul amarela laranja verde rosa,3,0,0,0,0,0,0
caneta marcador ponta poros dia cor amarelo grite mark,3,0,0,0,0,0,0
caneta retro projetor pilot azul marca homologada pilot,3,0,0,0,0,0,0
caneta retro projetor pilot vermelha marca homologada pilot,3,0,0,0,0,0,0
caneta retro projetor preta pilot marca homologada pilot,3,0,0,0,0,0,0
caneta permanente pilot marca homologada pilot,3,0,0,0,0,0,0
caneta somar,3,0,0,0,0,0,0
caneta marcador ponta poros dia cor amarelo grite mark marca devem min,3,0,0,0,0,0,0
caneta boa master azul,3,0,0,0,0,0,0
caneta boa master preta,3,0,0,0,0,0,0
caneta boa master vermelha,3,0,0,0,0,0,0
caneta pelo brindes plastica fixa branca,3,0,0,0,0,0,0
caneta detector duas falsas brw,3,0,0,0,0,0,0
caneta esferografica bic core referes corpo azul,3,0,0,0,0,0,0
caneta esferografica bic core referes corpo rosa,3,0,0,0,0,0,0
caneta esferografica bic azul,3,0,0,0,0,0,0
caneta esferografica bic cristal sortuda,3,0,0,0,0,0,0
caneta esferografica compacto economia azul,3,0,0,0,0,0,0
caneta esferografica compacto economia preta,3,0,0,0,0,0,0
caneta esferografica compacto economia vermelha,3,0,0,0,0,0,0
caneta esferografica pilot super gripe preta,3,0,0,0,0,0,0
caneta hidrogrfica brw ponta redonda core,3,0,0,0,0,0,0
caneta hidrogrfica pilot calor azul,3,0,0,0,0,0,0
caneta hidrogrfica pilot calor preta,3,0,0,0,0,0,0
caneta hidrogrfica pilot calor vermelha,3,0,0,0,0,0,0
caneta hidrografica preta,3,0,0,0,0,0,0
caneta logo base kit integrar,3,0,0,0,0,0,0
caneta marca texto brw fluorescente amarela,3,0,0,0,0,0,0
caneta marca texto brw fluorescente rosa,3,0,0,0,0,0,0
caneta marca texto fazer castelo gripe laranja,3,0,0,0,0,0,0
caneta marca texto fazer castelo gripe rosa,3,0,0,0,0,0,0
caneta marca texto like azul,3,0,0,0,0,0,0
caneta marca texto like laranja,3,0,0,0,0,0,0
caneta marca texto like verde,3,0,0,0,0,0,0
caneta marca texto pilot lumicolor azul,3,0,0,0,0,0,0
caneta marca texto pilot lumicolor rosa,3,0,0,0,0,0,0
caneta marca texto pilot lumicolor verde,3,0,0,0,0,0,0
caneta tecido,3,0,0,0,0,0,0
caneta piloto,3,0,0,0,0,0,0
caneta pilot tecpoint preto,3,0,0,0,0,0,0
caneta retroprojetor maxprint azul,3,0,0,0,0,0,0
caneta retroprojetor maxprint preta,3,0,0,0,0,0,0
caneta retroprojetor pilot preto,3,0,0,0,0,0,0
caneta sabido preta,3,0,0,0,0,0,0
caneta sabido vermelha,3,0,0,0,0,0,0
caneta pinball rollerball eye fine azul,3,0,0,0,0,0,0
kit canetas boa mate,3,0,0,0,0,0,0
caneta bic unir azul,3,0,0,0,0,0,0
caneta bic unir preta,3,0,0,0,0,0,0
caneta bic cristal preto,3,0,0,0,0,0,0
caneta bic cristal vermelho,3,0,0,0,0,0,0
caneta bic ponta fina azul,3,0,0,0,0,0,0
caneta bic ponta fina preto,3,0,0,0,0,0,0
caneta bic ponta fina vermelho,3,0,0,0,0,0,0
caneta casei brinde,3,0,0,0,0,0,0
caneta lapis good conjunto case bam,3,0,0,0,0,0,0
caneta esfera,3,0,0,0,0,0,0
caneta esfera bic cristal unit,3,0,0,0,0,0,0
caneta esfera compacto azul,3,0,0,0,0,0,0
caneta esfera compacto preta,3,0,0,0,0,0,0
caneta esfera kilomet core unit,3,0,0,0,0,0,0
caneta esfera vermelha cih,3,0,0,0,0,0,0
caneta marcador multa cona preto,3,0,0,0,0,0,0
caneta marcador multa cona vermelho,3,0,0,0,0,0,0
caneta dvd,3,0,0,0,0,0,0
caneta permanente metal,3,0,0,0,0,0,0
caneta pilot vermelho,3,0,0,0,0,0,0
caneta plastica vermelha,3,0,0,0,0,0,0
caneta plastico,3,0,0,0,0,0,0
caneta ponta poros azul,3,0,0,0,0,0,0
caneta ponta poros vermelho,3,0,0,0,0,0,0
caneta premium,3,0,0,0,0,0,0
caneta retrato pilot gripe,3,0,0,0,0,0,0
caneta retro projetor preto,3,0,0,0,0,0,0
caneta retro projetor vermelho,3,0,0,0,0,0,0
cona caneta lapiseira plastica prata,3,0,0,0,0,0,0
conjunto caneta lapiseira case,3,0,0,0,0,0,0
caneta destaca texto pilot lume calor,3,0,0,0,0,0,0
caneta espero comprar economia caneta espero comprar economia azul,3,0,0,0,0,0,0
caneta esferografica bic caneta esferografica bic vermelha,3,0,0,0,0,0,0
caneta esferografica fazer castelo bic,3,0,0,0,0,0,0
caneta esferografica fazer castelo bic caneta esferografica fazer castelo bic preta,3,0,0,0,0,0,0
caneta esferografica vento estojo caneta esferografica vento preta estojo sobrinho logo base,3,0,0,0,0,0,0
caneta fixa corrente polida vertical caneta fixa corrente polida vertical,3,0,0,0,0,0,0
