cliente,descricao,ncm,ite_unidade,cat1,cat2,cat3,Nova cat 1,Nova cat 2,Nova cat 3,,
base1,CANETA RETROPROJETOR PRETA PILOT CANETA RETROPROJETOR PRETA - MARCA: PILOT GERAL ,96082000,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,PAPEL A4 RESMA GERAL ,48025610,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,Caneta Touch ,9030010,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,Papel Verge verde ,61034900,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,Papel Verge Palha ,61034900,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,"CADERNO PAPEL KRAFT 25 FOLHAS 7,5 x 7 CM - GRAVAÇÃO EM TAMPO GR GERAL - ",48202000,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,Caneta Fixa Com Corrente ,96083900,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,PAPEL A4 RESMA COR AZUL PAPEL A4 COR AZUL - UTILIZAÇÃO PADRAO: PRODUÇÕES DE PRODUTO E1 / EXPORTAÇÃO ESTOQUE MINIMO-02 MAXIMO-04,40151200,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,PORTA CANETAS/ CLIPS. ESCRITORIO - ,39261000,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,Papel Contact Adesivo tranparente 45cm x 25m ,61034900,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,Papel Verge Branco ,61034900,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,PAPEL COUCHE - CARTOES PASCOA. RH - ,,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,BOBINA DE PAPEL A0 PARA PLOTTER HP 75G 914X50M / 914X45 ENGENHARIA MDF3 ESTOQUE,48025599,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,Papel carbono ,61034900,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,CANETA MARCA TEXTO ROSA. ESCRITORIO - ,96082000,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,PAPEL PARDO 60CM X 10 MTS. PAPEL PARDO 60CM X 10MTS. LABORATORIO - ,48042900,M,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base1,FOLHA PAPEL CARTAO BRANCO A4. - OBS - REQUISIÇAO MINIMA 50 UNIDADES GERAL ,85176259,UN,MATERIAIS DE EXPEDIENTE E TI,Expediente,Papelaria e Escritório,Material,Expediênte,Papelaria,,
base2,GUILHOTINA A4 PARA PAPEL ATE 10 FOLHAS COM TRAVA 32X25,0,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,ARQUIVO MORTO PAPEL OBJETIVUS,48191000,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,PAPEL A-4 75GR 210 X 297 COPIMAX,48209000,PT,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,CANETA RETRO PROJETOR 2.0 AZUL PILOT,32151900,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,CANETA RETRO PROJETOR 2.0 PRETA PILOT,32151900,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,CANETA RETRO PROJETOR 2.0 VERDE PILOT,32151900,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,CANETA RETRO PROJETOR 2.0 VERMELHA PILOT,32151900,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,CANETA ESFEROGRAFICA CRISTAL AZUL BIC,61099000,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,CANETA ESFEROGRAFICA CRISTAL PRETA BIC,48209000,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,CANETA GEL OURO UNI-BALL UM-120 UNI PAINT,48209000,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,CANETA ESFEROGRAFICA CRISTAL VERMELH BIC,96081000,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,CANETA GEL UNI-BALL UM-120 NOBLE 0.8 PRATA,48209000,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,PAPEL CONTACT,0,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,PAPEL VERGE A4 180G,0,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,PAPEL A4 AMARELO C/ 100 FLS,32151900,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,"PORTA CANETA, CLIPS...",0,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,PAPEL A4 VERDE,32151900,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base2,CANETA UNI PAINT MARKER PX-20 SILVER,48209000,UN,MATERIAIS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base3,CANETA MARCA TEXTO LUMICOLOR PC AZUL 200-SL PILOT caixa c/12 un,,CX,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,CANETA CROWN CARBON,,PC,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,BONINA DE PAPEL DE PRESENTE,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PAPEL FILICOAT 100GR A3 - P/ JATO DE TINTA SUVINIL/DACAR,,PCT,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PAPEL VERGE 80G C/100 FOLHAS,,PCT,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PAPEL KRAFIT ROLO GRANDE,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,"CANETA PRESIDENCIA STABILO AZUL MARINHO 0,4",,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,CANETA ESFEROG. BIC VERMELHA CAIXA C/50,,CX,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,ESPETO P/ PAPEL,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PAPEL OFFSET 180GR TAMANHO A3 - CARTAZ EVENTOS,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PAPEL COUCHE 115GR FOSCO A3 PACOTE COM 500 UNIDADES,,PCT,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,CANETA HIDROGRAFICA C/ 12 CORES COMPACTOR,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PAPEL COUCHE 150GR BRILHO,,PCT,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PAPEL PROPILENO C/ 50 FOLHAS CELOFANE ROSA,,PCT,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PAPEL SEDA,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PAPEL VERGE 90G C/100FLS BRANCO,,CX,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PAPEL A4 210 X 297 OFFICE 75G RESMA C/500FLS MARCA CHAMEX OU REPORT,,CX,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PAPEL A4 250G SULFITE BRANCO,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,"PACOTE EM PAPEL KRAFT 27X16,5X38CM",,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PORTA FOLHA OU DISPLAY DE PAREDE P/ PAPEL A4 (30X21CM) PETG,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,CAIXA AROUIVO MORTO PAPELAO 340X133X240,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,"PAPEL EMBRULHO KRAFT 80CM 80GR C/13,5 KG",,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,FURADOR DE PAPEL P/ 300 FOLHAS,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,GRAMPEADOR DE PAPELP/ 240 FOLHAS,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,CANETA PARA DINHEIRO AMARELA,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PAPEL VERGE 180G C/50 FLS BRANCO,,PCT,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PAPEL FOTOGRAFICO A4 230GR,,PCT,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,PAPEL PROPILENO C/ 50 FOLHAS CELOFANE LARANJA,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,"CANETA PRESIDENCIA STABILO PRETA 0,4",,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,"CANETA PRESIDENCIA STABILO VERMELHA 0,4",,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,RESMA C/ 500 FOLHASDE PAPEL SULFITE 120GR TAMANHO A3,,CX,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,FITA ADESIVA DUPLA FACE PAPEL USO GERAL E FIXACAO DE CARPETE,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,"MARCADOR PILOT CANETA PERMANENTE PONTAS 1,0mm COR PRETA",,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,CANETA ESFEROG. BIC AZUL CAIXA C/50,,CX,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,CANETA ESFEROG. BIC PRETA CAIXA C/50,,CX,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,CANETA MARCA TEXTO LUMICOLOR PC AMARELA 200-SL PILOT caixa c/12 un,,CX,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,CANETA MARCA TEXTO LUMICOLOR PC ROSA 200-SL PILOT caixa c/12 un,,CX,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base3,"CANETA PRESIDENCIA STABILO AZUL ROYAL 0,4",,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,PASTA CLASSIFICADORA PAPELÃO VINCADA E DOBRADA 240G SEM FERRAGEM,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,CANETA ESFEROGRAFICA PONTA FINA,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,CANETA MARCA CD PONTA MEDIA,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,PAPEL CONTACT 10MT X 45CM,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,PAPEL TRABSLUCIDO METALICO PEARL 200G TAMANHO A4,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,CANETA MARCA TEXTO,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,ARQUIVO MORTO PAPELÃO,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,CANETA ESFEROGRAFICA PONTA MEDIA COR AZUL,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,CANETA PILOT 1.0,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,CANETA MARCA CD PONTA FINA,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,PAPEL DIPLOMATA 180G,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,PAPEL FLIP CHARP SERRILADO,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,CANETA ESFEROGRAFICA PONTA MEDIA COR PRETA,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,CANETA ESFEROGRAFICA PONTA MEDIA COR VERMELHA,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,CANETA ESFEROGRAFICA PONTA FINA BIC COR PRETA,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,PAPEL A3 RESMA,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,CANETA ESFEROGRAFICA PONTA FINA BIC COR VERMELHA,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,ESPETO DE PAPEL,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,PAPEL PARA FAX,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,PAPEL LEMBRETE,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,BOBINA DE PAPEL KRAFT,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,ENVELOPE DE PAPEL PARA CD E DVD,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,ROLO DE PAPEL PARDO 80CM,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,CORTADORA DE PAPEL DELLOCUT A4,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,PAPEL A4 RESMA,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,PAPEL,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base5,PAPEL SEDA,,UN,MATERIAIS,EXPEDIENTE,PAPELARIA,Material,Expediênte,Papelaria,,
base6,PAPEL DUPLEX 2 FACES COLOR,,UN,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL CHAMEX A-4 210X297,48025610,RS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL A4 PICOTADO,48026210,RS,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,POLIA FRACCAO PAPEL BANDEJA ORIG FS1730,84439939,UN,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,CANETA BIC CRISTAL AZUL,96081000,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL DE PRESENTE 60CM C/100M,48101389,UN,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL A4 ROSA,48025499,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL A4 SALMAO,48025499,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL VERGE SALMAO,48025499,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL VERGE BRANCO,48025499,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL VERGE AZUL,48025499,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL VERGE BRANCO (FOLHA LISA),48025810,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PERFURADOR DE PAPEL CIS 115,84729040,UN,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,ESPETO DE PAPEL CARBRINK,83059000,UN,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,CANETA P/ RETRO PROJETOR PONTA MEDIA PRETA 2.0mm,96082000,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,CANETA P/ RETRO PROJETOR PONTA FINA 1.0mm,96082000,PC,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,CANETAS LUMICOLOR 200-SL AMARELO (MARCA TEXTO),96082000,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PASTA DE PAPEL C/ GRANPO TRILHO PRETA,42021900,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,CANETAS LUMICOLOR 200-SL VERDE (MARCA TEXTO),96082000,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,CANETAS LUMICOLOR 200-SL LARANJA (MARCA TEXTO),96082000,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,CANETA BIC CRISTAL PRETA,96081000,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL OPALINE 180 G BRANCO,48025810,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,FRAGMENTADORA DE PAPEL 8FLS CD E DVD EM TIRAS,84729099,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PRENDEDOR DE PAPEL,96089990,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,"CANETA CORRETIVA FORMATO "" CANETA ESFEROGRAFICA""MASTERPRINT",38249029,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL A4 RECICLADO,48025610,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,CANETAS LUMICOLOR 200-SL ROSA (MARCA TEXTO),96082000,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL VG,48025499,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,CANETA BIC CRISTAL VERMELHA,96081000,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL CARTAO A4 VERDE SINALEIRA,48025810,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL CARTAO A4 VERMELHO SINALEIRA,48025810,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL A4 210MMX297MM 75G PCT 500UN,48025610,UN,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL A4 RESMA - COLORIDO,48025699,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL FLIP CHARP SERRILHADO,48202000,PC,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL A3,48025499,RM,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PRENDEDOR DE PAPEL MOLAS 51MM ( NOTA FISCAL),96089990,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,CANETAS LUMICOLOR 200-SL AZUL (MARCA TEXTO),96082000,PC,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,"CANETA P/ RETRO PROJETOR GRIP 10R 0,7 PILOT",96081000,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL FOTOGRAFICO BRILHANTE ADESIVO P/ IMPRESSORA JATO DE TINTA,35061090,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL FOTOGRAFICO FOSCO ADESIVO P/ IMPRESSORA JATO DE TINTA,35061090,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL A4 AZUL,48025499,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL A4 AMARELO,48025499,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL A4 VERDE,48025499,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,ESPETO P/ PAPEL,,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PORTA CANETA / CLIPIS / CARTÃO TRIPLO,83040000,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL CONTACT EM METRO,39199000,M,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL A4 MARCA NOBILY - RESMAS,,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,CANETA LAESER P/ RETRO PROJETOR,96082000,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,REFILADORA DE PAPEL,84391030,UN,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,MATERIAIS DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL CARBONO A4,,PC,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,PAPEL A4 210MMX297MM 75G RINO CX.C/10 RE,48025610,CX,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
base6,CANETA BIC CRISTAL AZUL,96081000,UN,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,MATERIAL DE EXPEDIENTE,Material,Expediênte,Papelaria,,
