frase_quantidade
"LUVA, Quantidade: 9"
"CAIXA DE PAPELÃO CARTÃO DUPLEX 250G - ONDA B - COM SUPORTE INTERNO DE PAPELÃO. IMPRESSÃO: 4 CORES (COLORIDA) MEDIDAS DA CAIXA INTERNAS: C=260 X L=200 X A=290mm MEDIDAS DA CAIXA EXTERNAS: C=270 X L=205 X A=295mm MEDIDAS DO SUPORTE: CHAPA DE C=265 X L=190mm COM FURO NO CENTRO DE Ø 93mm (SUPORTE INTERNO DE PAPELÃO) VINCO: 60X190 (2X APARTIR DA BORDA PARA O CENTRO) ONDE-SE-USA:830.1974-0, Quantidade: 2"
"CAIXA DE PAPELAO BRANCA PARA CHAVE CATRACA 1/2"" MOD. SFC 80 EM MICROONDULADO SIMPLES SEM IMPRESSAO COM MEDIDAS EXTERNAS DE C= 280 mm X L= 58 mm X A= 40 mm., Quantidade: 2"
"CAIXA DE PAPELAO ARAME PARA SOLDA MIG-MAG AWS E71-T-GS 0.8MM, Quantidade: 2"
"Caixa de Papelão, Quantidade: 2"
"BARRICA DE ARAME DE SOLDA - EMBALAGEM DE PAPEL - VAZIA, Quantidade: 2"
"BLOCO DE FICHA DE TESTE DE FERRAMENTA ficha de teste - Print impressão 1 cor Tamanho 21x297cm (A4) Papel sulfite 1 via c/ 50 flh, Quantidade: 2"
"833.0209-0-SACO COLETOR DE PO EM PAPEL FILTRANTE COMPRIMENTO 160 MM E LARGURA 310MM UTILIZADO EM ASPIRADOR DE PO 1400W INCLUDE: 01 PC - COD REF. 64 - PAPER DUST BAG. (FOR USE IN VACUUM CLEANER 1400W) PACKED IN A POLY BAG WITH A LABEL INFORMING SCHULZ CODE ---------------------------------------------- REVISAO SCHULZ MAR/ABR 2014 -------------------------------------------- SACO EM PAPEL PARA RETENCAO DO PO NO ASPIRADOR DE PO COM 160MM DE COMPRIMENTO E 310 MM DE LARGURA . PARA USO NO ASPIRADOR ELEKTRO 1400 W PAPER DUST BAG - REF 64 REF: FORNECEDOR 64, Quantidade: 2"
"'833.0203-0-ELEMENTO FILTRANTE EM PAPEL MICRO POROSO ZIGUEZAGUE MONTADO SOBRE SUPORTE PLASTICO COM BORDA SUPERIOR EM BORRACHA PARTE DO FILTRO DE AR UTILIZADO NO ASPIRADOR DE PO MODELO 800W - ELEKTRO 800W 01 PC - COD. REF. 09 / 31 - FILTRO ''KIT'' - ELEKTRO 800 W PACKED IN A POLY BAG WITH A LABEL INFORMING SCHULZ CODE ------------------------------------ REVISAO SCHULZ MARCO /2015 ------------------------------------ FILTRO ''KIT'' - ELEKTRO 800 W (INLET HEPA FILTER FRAME, Quantidade: 2"
"55004217-CAIXA DE PAPELAO p/ TORNO BANCADA N.8 SERIE SUPER (SOMAR) p/ MERCADO INTERNO E EXTERNO EMBALAGEM DE PAPELAO DUPLO CRAFT ONDA BC ABAS TRANSPASSADAS c/ MEDIDAS INTERNAS DE C=505mm x L=205mm x A=190mm. GRAMATURA MINIMA 605g/m² E COLUNA MINIMA 8kgf/cm² ***CONFORME DESENHO*** FORNECEDOR: TECNOCAIXAS - 55004217, Quantidade: 2"
"55004215-CAIXA DE PAPELAO p/ TORNO BANCADA N.5 SERIE SUPER (SOMAR) MERCADO INTERNO EMBALAGEM DE PAPELAO DUPLO CRAFT ONDA BC ABAS TRANSPASSADAS c/ MEDIDAS INTERNAS DE C=375mm x L=155mm x A=160mm. GRAMATURA MINIMA 605g/m² E COLUNA MINIMA 8kgf/cm² ***CONFORME DESENHO*** FORNECEDOR: TECNOCAIXAS - 55004215, Quantidade: 2"
"55004213-CAIXA DE PAPELAO p/ TORNO BANCADA N.3 SERIE SUPER (SOMAR) MERCADO INTERNO EMBALAGEM DE PAPELAO DUPLO CRAFT ONDA B ABAS TRANSPASSADAS c/ MEDIDAS INTERNAS DE C=272mm x L=115mm x A=130mm. GRAMATURA MINIMA 605g/m² E COLUNA MINIMA 8kgf/cm² ***CONFORME DESENHO*** FORNECEDOR: TECNOCAIXAS - 55004213, Quantidade: 2"
"55004211-CAIXA DE PAPELAO p/ TORNO BANCADA N.2 SERIE SUPER (SOMAR) MERCADO INTERNO EMBALAGEM DE PAPELAO DUPLO CRAFT ONDA B ABAS TRANSPASSADAS c/ MEDIDAS INTERNAS DE C=243mm x L=105mm x A=120mm. GRAMATURA MINIMA 605g/m² E COLUNA MINIMA 8kgf/cm² ***CONFORME DESENHO*** FORNECEDOR: TECNOCAIXAS - 55004211, Quantidade: 2"
"CAIXA DE PAPELAO PARA COMPRESSOR CSA82/25 LITROS NAS MEDIDAS INTERNAS DE C=XXXmm X L= XXXmm X A=XXXmm EM PAPELAO ONDA DUPLA PARDO KRAFT/KRAFT COM FECHAMENTO INFERIOR E SUPERIOR TIPO MALETA SIMPLES COM LATERAL COLADA COM COLA INSTANTANEA EM AMBOS FECHAMENTOS COM IMPRESSAO PRATIC AIR. CAIXA PAPELAO P/ CSA-82/25L. PRATIC AIR., Quantidade: 2"
"CAIXA DE PAPELAO PARA COMPRESSOR CSA82/30 LITROS NAS MEDIDAS INTERNAS DE C=XXXmm X L= XXXmm X A=XXXmm EM PAPELAO ONDA DUPLA PARDO KRAFT/KRAFT COM FECHAMENTO INFERIOR E SUPERIOR TIPO MALETA SIMPLES COM LATERAL COLADA COM COLA INSTANTANEA EM AMBOS FECHAMENTOS COM IMPRESSAO PRATIC AIR. CAIXA PAPELAO P/ CSA-82/30L. PRATIC AIR., Quantidade: 2"
"CAIXA DE PAPELAO PARA HIDROPO 50 TIPO ODKK-ES ESTILO MS OC C/IMPRESSAO DIMENSOES INTERNAS C=440mm X L=440mm X A=820mm CONFORME FICHA DE IMPRESSAO E ACOMPANHADA DE UM JOGO DE ACESSORIOS COMPOSTO DE 1 PC 1320 X 270mm 2 PC 550 X 450mm E 2 PC 1180 X 540 mm. CX PAP HIDROPO 50, Quantidade: 2"
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO. EM PAPELAO OSR OU CMB. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC., Quantidade: 2"
"CAIXA PAP. N. 100 P/ MOTOBOMBA 15a3cv CAIXA DE PAPELAO 2 CAPA CRAFT DIMENSIONAMENTO DA CX. 420X220X250MM, Quantidade: 2"
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. FECHAMENTO MANUAL TRANSPASSADO COM IMPRESSÃO NA COR PRETA E ADESIVO. PARA CHAVE DE TRANSFERÊNCIA AUTOMÁTICA (CTA) DO GERADOR S13000TD TRIFASICO 380V 60HZ DIMENSOES: A=135mm X L=285mm X C=300mm. PACKAGE FOR THE AUTOMATIC TRANSFER SWITCH (ATS) TO THE S13000MG THREE PHASE GENERATOR 380V 60HZ ""B"" WAVE DOUBLE LAYER FOLDING IN THE BOTTON AND IN THE COVER PRINTING IN BLACK WITH LABEL. DIMENSIONS: HEIGHT=135mm X WIDTH=285mm X LENGTH=300mm., Quantidade: 2"
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. FECHAMENTO MANUAL TRANSPASSADO COM IMPRESSÃO NA COR PRETA E ADESIVO. PARA CHAVE DE TRANSFERÊNCIA AUTOMÁTICA (CTA) DO GERADOR S13000TD TRIFASICO 220V 60HZ DIMENSOES: A=135mm X L=285mm X C=300mm. PACKAGE FOR THE AUTOMATIC TRANSFER SWITCH (ATS) TO THE S13000MG THREE PHASE GENERATOR 220V 60HZ ""B"" WAVE DOUBLE LAYER FOLDING IN THE BOTTON AND IN THE COVER PRINTING IN BLACK WITH LABEL. DIMENSIONS: HEIGHT=135mm X WIDTH=285mm X LENGTH=300mm., Quantidade: 2"
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. FECHAMENTO MANUAL TRANSPASSADO COM IMPRESSÃO NA COR PRETA E ADESIVO. PARA CHAVE DE TRANSFERÊNCIA AUTOMÁTICA (CTA) DO GERADOR S12000MG MONOFASICO 230V 60HZ DIMENSOES: A=210mm X L=410mm X C=460mm. PACKAGE FOR THE AUTOMATIC TRANSFER SWITCH (ATS) TO THE S12000MG SINGLE PHASE GENERATOR 230V 60HZ ""B"" WAVE DOUBLE LAYER FOLDING IN THE BOTTON AND IN THE COVER PRINTING IN BLACK WITH LABEL. DIMENSIONS: HEIGHT=210mm X WIDTH=410mm X LENGTH=460mm., Quantidade: 2"
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. ***NR5*** DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC., Quantidade: 2"
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. ***NR4*** DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC., Quantidade: 2"
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO. EM PAPELAO KKB. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC., Quantidade: 2"
"CALÇO EM PAPELÃO UTILIZADO NOS TAMBORES DE FREIO 208.260-261 - 1440 X 200 X 80 mm CALÇO EM PAPELÃO UTILIZADO NOS TAMBORES DE FREIO 208.260-261 - 1440 X 200 X 80 mm, Quantidade: 2"
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO. EM PAPELAO KKBC. IMPRESSAO AZUL. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC., Quantidade: 2"
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO. EM PAPELAO KKBC. COM IMPRESSO EM AZUL. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC., Quantidade: 2"
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MANUAL. FUNDO SEMI AUTOMATICO CORTE E VINCO. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC., Quantidade: 2"
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: MALETA SIMPLES. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC., Quantidade: 2"
"CAIXA PAPEL ONDULADO PLANA (PAPELAO) KRAFT. COR: PARDA. TIPO DE FECHAMENTO: COM TRAVA. FUNDO SEMI AUTOMATICO. EM PAPELAO ONDULADO KKB. SEM IMPRESSAO. UTILIZADA PARA ARMAZENAGEM DE ITENS DIVERSOS. DIMENSOES EXTERNAS/INTERNAS CONFORME DESENHO. CAIXA DE PAPELAO ONDULADO (PAPELAO) PARA USO NO SAC., Quantidade: 2"
"CAIXA PAPELAO TORNO BANCADA NR.2 SEM IMPRESSAO, Quantidade: 2"
"CALÇO EM PAPELÃO UTILIZADO NOS TAMBORES DE FREIO 208.260-261 - 1170 X 150 X 80 mm, Quantidade: 2"
"CARTONAGEM DE PAPEL DOBRAVEL IMPRESSO EM QUATRO CORES E PLASTIFICADO EM UMA DAS FACES NAO ONDULADO PARA EMBALAGEM DE MERCADORIA COM DIMENSOES 276X90MM. DENOMINADO COMERCIALMENTE CINTA DE PAPEL PARA EMBALAGEM DA PARAFUSADEIRA E FURADEIRA A BATERIA 96V. CINTA DE PAPELÃO PLASTIFICADO. IMPRESSÃO: QUATRO CORES MEDIDAS EXTERNAS: C=276 X L=90 X A=276mm UTILIZADO NO PRODUTO: 929.0202-0 E 929.0203-0, Quantidade: 2"
"CAIXA PAPELAO P/ TORNO HOBBY BLISTER, Quantidade: 2"
"CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 53PC, Quantidade: 2"
"CONJUNTO DE SACOS COLETORES DE PO EM PAPEL FILTRANTE SENDO TRES PECAS COMPRIMENTO 160 MM E LARGURA 310MM UTILIZADO EM ASPIRADOR DE PO 1400W INCLUDE: 01 PC - COD REF. 64 - PAPER DUST BAG. (FOR USE IN VACUUM CLEANER 1400W) PACKED IN A POLY BAG WITH A LABEL INFORMING SCHULZ CODE ---------------------------------------------- REVISAO SCHULZ MAR/ABR 2014 -------------------------------------------- FILTRO PAPEL - ASPIRADOR ELEKTRO 1400 W - KIT COM 3 PEÇAS CODIGO DE BARRAS: 789689344064-0, Quantidade: 2"
"CONJUNTO DE JUNTAS DE PAPELAO HIDRAULICO PARA VEDACAO DE OLEO NO CABECOTE DO MOTOR DE IGNICAO POR CENTELHA (COMBUSTAO) COM 02 PECAS. FABRICANTE LUTIAN. VEDACAO CABECOTE COMPOSTO POR: 01 PC - JUNTA TAMPA DO CABECOTE PAPELAO HIDRAULICO - COD. 01.01.10.007.006 01 PC - JUNTA DO CABECOTE EM PAPELAO HIDRAULICO - COD. 01.01.10.005.006 CYLINDER GASKET SET WITH: 01 PC - HEAD COVER GASKET - COD. 01.01.10.007.006 01 PC - CYLINDER HEAD GASKET - COD. 01.01.10.005.006 APLICACAO: MOTOR A GASOLINA - MGS8 - 038.0202-0 FABRICANTE: LUTIAN, Quantidade: 2"
"CINTA DE PAPEL CARTAO DUPLEX COM IMPRESSAO EM 4 CORES COM MEDIDAS EXTERNAS DE C=220 X L=200 X A= 65 mm PARA FERRAMENTA SFI420. CINTA PAPEL CARTAO 220X200X 65mm - SFI420 926.0002-0, Quantidade: 2"
"CINTA DE PAPEL CARTAO DUPLEX COM IMPRESSAO EM 4 CORES COM MEDIDAS DE A=143 x L=167 x C=235mm PARA PISTOLA DE PINTURA MODELO SCHULZ: SPP AP01. CINTA PAP 143X167x235mm P/ PIST. DE PINT. MOD. SCHULZ SPP AP01, Quantidade: 2"
"CINTA DE PAPEL CARTAO DUPLEX COM IMPRESSAO 4 CORES COM MEDIDAS EXTERNAS DE C=280 X L= 60 X 40 mm PARA FERRAMENTA SFC 80. CINTA PAPEL 280X 60X 40mm - SFC 80 926.0012-0, Quantidade: 2"
"CINTA DE PAPEL CARTAO DUPLEX COM IMPRESSAO 4 CORES COM MEDIDAS EXTERNAS DE C=220 X L=130 X 50 mm PARA FERRAMENTA SFR 22. CINTA PAPEL 220X130X 50mm - SFR 22 926.0014-0, Quantidade: 2"
"CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 52PC, Quantidade: 2"
"CHAPA DE PAPELAO ONDA DUPLA NAS MEDIDAS DE 175 X 175 mm, Quantidade: 2"
"CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 36PC, Quantidade: 2"
"CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 24PC, Quantidade: 2"
"CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 23PC, Quantidade: 2"
"CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 18PC, Quantidade: 2"
"CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 14PC, Quantidade: 2"
"CINTA DE PAPELÃO P/ KIT FERR. MANUAIS HOBBY DE 104PC, Quantidade: 2"
"CAIXA PAPELAO P/ TS 250A, Quantidade: 2"
"CAIXA PAPELAO P/ MOTOESMERIL (NOVO), Quantidade: 2"
"CAIXA DE PAPELAO PARA HIDROPO 72 E 1400 TIPO ODKK-ES ESTILO MS OC C/IMPRESSAO DIMENSOES INTERNAS C=650mm X L=650mm X A=1050mm CONFORME FICHA DE IMPRESSAO E ACOMPANHADA DE UM JOGO DE ACESSORIOS COMPOSTO DE 1 PC 1320 X 270mm 2 PC 550 X 450mm E 2 PC 1180 X 540 mm. CX PAP HIDROPO 72/1400 925.0027-0, Quantidade: 2"
"CAIXA DE PAPELAO PARA TORNO DE BANCADA NR-5 TOP LINE - COLORIDA SEM BASE GIRATÓRIA TORP LINE IDIOMA: ESPANHOL INGLÊS E PORTUGUÊS MEDIDAS: C= 383 X L=168 X A=186 TORNO DE BANCADA NODULAR NR-5 S/GIRAT. TOP LINE (MERCADO/INTERNO), Quantidade: 2"
"CAIXA DE PAPELAO P/ HIDROLAVADORA 34/HUS(EXP.)N161, Quantidade: 2"
"CAIXA DE PAPELAO p/ GRAMPO C-LEVE 4"" (SOMAR) p/ 6 UNIDADES EMBALAGEM DE PAPELAO DUPLO CRAFT ONDA BB ABAS TRANSPASSADAS c/ MEDIDAS INTERNAS DE C=225mm x L=120mm x A=130mm. ***CONFORME DESENHO*** FORNECEDOR: FLASHPACK - 55004078, Quantidade: 2"
"CAIXA DE PAPELÃO P/ CARRETEL AUTO-RECOLHIVEL C/ MANG 10BAR, Quantidade: 2"
"CAIXA DE PAPELAO P/ BASE GIRAT. NUM. 5/6/8 CAIXA DE PAPELAO PARA BASE GIRATORIA NUMERO 5/6/8 DIMENSIONAMENTO DA CX. 200X200X50MM, Quantidade: 2"
"CAIXA DE PAPELAO P/ BASE GIRAT. NUM. 2/3/4, Quantidade: 2"
"CAIXA DE PAPELAO PARA TORNO DE BANCADA NR-6 TOP LINE - COLORIDA SEM BASE GIRATÓRIA TORP LINE IDIOMA: ESPANHOL INGLÊS E PORTUGUÊS MEDIDAS: C= 420 X L=170 X A=180 TORNO DE BANCADA NODULAR NR-6 S/GIRAT. TOP LINE (MERCADO/INTERNO), Quantidade: 2"
"CAIXA DE PAPELAO PARA SM11-HX 1CV 2E E 15 3E, Quantidade: 2"
"CAIXA DE PAPELAO p/ TORNO BANCADA N.3 SERIE SUPER (SOMAR) MERCADO INTERNO EMBALAGEM DE PAPELAO DUPLO CRAFT ONDA B ABAS TRANSPASSADAS c/ MEDIDAS INTERNAS DE C=272mm x L=115mm x A=130mm., Quantidade: 2"
"CAIXA DE PAPELAO PARA RESERVATORIO. 20L. TIPO ODKK-ES ESTILO MS OC S/IMPRESSAO DIMENSOES INTERNAS C=505mm X L=360mm X A=315mm CONFORME FICHA DE IMPRESSAO, Quantidade: 2"
"CAIXA DE PAPELAO PARA PISTOLA DE PINTURA MOD SPP-AP01 EM DUPLEX 220 A 250GR/M2 E CARTAO MICROONDULADO SEM IMPRESSAO COM MEDIDAS EXTERNAS DE C= 233 mm X L= 165 mm X A= 140 mm, Quantidade: 2"
"CAIXA DE PAPELAO PARA OLEO MS LUB SCHULZ 1 LITRO PARDA PAPELAO ONDA B FECHAMENTO: LATERAL COM COLA., Quantidade: 2"
"CAIXA DE PAPELAO PARA MS23 ""AIR PLUS SILVER"" MM 1/3CV 4P60Hz 110/220V. MEDIDAS INTERNAS DE C=480mm X L=185mm X A=250mm. MATERIAL: CARTAO DUPLEX DE 250 A 300GR/M2 E PAPELAO ONDA BC. FECHAMENTO: INFERIOR E SUPERIOR TIPO MALETA SIMPLES COM FITA TRANSPARENTE. IMPRESSAO: EM QUATRO CORES + PLASTIFICADO., Quantidade: 2"
"CAIXA DE PAPELAO PARA MOTOCOMPRESSOR DE AR MSA-7.6/17L - PANCAKE - CHAMPION ODKK-ES ESTILO MTT OC C/IMPRESSAO DIMENSOES INTERNAS C=400mm X L=370mm X A=635mm CONFORME FICHA DE IMPRESSAO. CX PAP MSA7.6/17 PANCAKE CHAMPION, Quantidade: 2"
"CAIXA DE PAPELAO PARA KIT AERÓGRAFO - AR DIRETO EM DUPLEX 220 A 250GR/M2 E CARTAO MICROONDULADO FECHAMENTO DE ABAS COM TRAVAS NO FUNDO E NA TAMPA IMPRESSAO EM QUATRO CORES + VERNIZ COM MEDIDAS EXTERNAS DE C= 215 mm X L= 85 mm X A= 325 mm COM VARIACAO DE + OU - 2 mm CONFORME PECA PADRAO E PLANTA ME0564X., Quantidade: 2"
"CAIXA DE PAPELAO p/ TORNO BANCADA N.2 SERIE SUPER (SOMAR) MERCADO INTERNO EMBALAGEM DE PAPELAO DUPLO CRAFT ONDA B ABAS TRANSPASSADAS MEDIDAS INTERNAS DE C=243mm x L=105mm x A=120mm., Quantidade: 2"
"CAIXA DE PAPELAO p/ TORNO BANCADA N.4 SERIE SUPER (SOMAR) MERCADO INTERNO EMBALAGEM DE PAPELAO DUPLO CRAFT ONDA B ABAS TRANSPASSADAS c/ MEDIDAS INTERNAS DE C=315mm x L=135mm x A=135mm., Quantidade: 2"
"CAIXA PAPELAO P/MOTOBOMBA SUPER JET HM, Quantidade: 2"
"CAIXA PAPELAO N.143 EIXO MULT. N.00 (SOMAR), Quantidade: 2"
"CAIXA PAPELAO N.149 EIXO MULT. N.5 (SOMAR), Quantidade: 2"
"CAIXA PAPELAO N.148 EIXO MULT. N.4 (SOMAR), Quantidade: 2"
"CAIXA PAPELAO N.147 EIXO MULT. N.3 (SOMAR), Quantidade: 2"
"CAIXA PAPELAO N.146 EIXO MULT. N.2 (SOMAR), Quantidade: 2"
"CAIXA PAPELAO N.145 EIXO MULT. N.1 (SOMAR), Quantidade: 2"
"CAIXA PAPELAO N.144 EIXO MULT. N.0 (SOMAR), Quantidade: 2"
"CAIXA PAPELAO MAQUINA CORTAR PERFIL, Quantidade: 2"
"CAIXA DE PAPELAO p/ TORNO BANCADA N.5 SERIE SUPER (SOMAR) MERCADO INTERNO EMBALAGEM DE PAPELAO DUPLO CRAFT ONDA BC ABAS TRANSPASSADAS c/ MEDIDAS INTERNAS DE C=375mm x L=155mm x A=160mm., Quantidade: 2"
"CAIXA PAPELAO MALETA COM ABAS TRANSPASSADAS PAPELAO ONDA DUPLA PARDO KRAFT ESTAMPADA COR AZUL USADA PARA EMBALAR A MAQUINA DE CORTAR VERGALHAO N. 0 CODIGO 10013021 DIMENSOES INTERNAS: 200X145X315mm, Quantidade: 2"
"CAIXA PAPELAO JET MASTER PRO, Quantidade: 2"
"CAIXA PAPELAO BMS-BR 130x130x2200mm, Quantidade: 2"
"CAIXA PAPELAO BMS-BR 130x130x1800mm, Quantidade: 2"
"CAIXA PAPELAO BMS-BR 130x130x1500m, Quantidade: 2"
"Caixa Kit em papelão com base em madeira (tamanho 1280x860x897mm), Quantidade: 2"
"BLOCO DE SOLICITAÇAO DE FERRAMENTA P/ TESTE Solicitação Ferram. Teste Impressão 1 cor tamanho 14x16cm papel autocopiativo 2 vias c/ 25jg, Quantidade: 2"
"Papel VCI Largura 200mm Rolos com 10 KG, Quantidade: 2"
"ADESIVO PARA EMBALAGEM INDICANDO MAXIMO 1 PC DE EMPILHAMENTO NAS MEDIDAS DE 205 x 280mm COM INSCRICAO EM PRETO EM PAPEL ADESIVO BRANCO BRILHANTE CONFORME PECA PADRAO. ADESIVO EMBALAGEM P/1 PC, Quantidade: 2"
"Fita Adesiva Papel Crepado 38mm x 50mt - 3M, Quantidade: 2"
"PAPEL VCI MH 6928 1200 X 800 ZAP PAPEL VCI MH 6928 1200 X 800 MM REF. P.400-S ZAP, Quantidade: 2"
"PAPEL TERMICO RELOGIO PONTO PAPEL TERMICO PARA RELOGIO DE PONTO BOBINA COM 360 METROS, Quantidade: 2"
"FITA DUPLA FACE PAPEL 12X30 9400 / 9500, Quantidade: 2"
"FITA ADESIVA DUPLA FACE PAPEL 48X30 3M FITA ADESIVA DUPLA FACE PAPEL 48X30 9400/ 9500 3M, Quantidade: 2"
"Bobina Papel P/ Embrulho BOBINA DE PAPEL P/ EMBRULHO., Quantidade: 2"
"Bobina Papel KPH856 Termo Script BOBINA DE PAPEL TERMOSCRIPT KPH 856 MEDIDA 80MM X 40M - PAPEL KHP856 TERMOSCRIPT LARGURA 80MM X 40M DE COMPRIMENTO DIAMETRO EXTERNO 16MM E DIAMETRO INTERNO 12MM GRAMATURA DO PAPEL 56 G/M², Quantidade: 2"
"Bobina Papel Formato A-1 594x50mx75grs - 2"" BOBINA PAPEL FORMATO A-1 - 594 X 50M. X 75GRS - 2"", Quantidade: 2"
"PAPEL PARDO, Quantidade: 2"
"PAPEL FOTOGRAFICO A4 GLOSSY 230GMASTERPRINT, Quantidade: 2"
"PAPEL A4 GLOSSY, Quantidade: 2"
"USO REC USO ME BOBINA PAPEL BRANCO LISO 60CM, Quantidade: 2"
"USO REC USO ME BOBINA PAPEL BRANCO LISO 40CM, Quantidade: 2"
"USO REC PAPEL BOB.STRONG LISO 40CM, Quantidade: 2"
"USO REC PAPEL BOB.MONO P.BCO N.TREN.60CM, Quantidade: 2"
"USO ME PAPEL OFFICIO CHAMEQUINHO, Quantidade: 2"
"PAPEL VCI-P.80.60.093 ZAP VCI PAPEL PLASTIFICADO 093 X 600 X 800 MM VCI-P.80.60.093 ZAP VCI, Quantidade: 2"
"Fita Papel Microperfurada 50mm x 150Mt, Quantidade: 2"
"Industr.Impregnação Papel 65gr - Ipe ., Quantidade: 2"
"BOBINA DE PAPEL TERMICO 57MM X 22M 1 VIA PARA IMPRESSORA TERMICA PORTATIL, Quantidade: 2"
"Industr.Impregnação Papel 65gr - Fog. Industr.Impregnação Papel 65gr - Fog, Quantidade: 2"
"Industr.Impregnação Papel 65gr - Elmo Lisboa, Quantidade: 2"
"Industr.Impregnação Papel 65gr - Curupixa Ripado - Industr.Impregnação Papel 65gr - Curupixá A22D800140800 - Nome/Código Fornecedor: Curupixá Slot A22D8001408|00 - Ripado Curupixa, Quantidade: 2"
"Industr.Impregnação Papel 65gr - Curupixa ., Quantidade: 2"
"Industr.Impregnação Papel 65gr - Cosmos ., Quantidade: 2"
"Industr.Impregnação Papel 65gr - Cinza Perfeito - Industr.Impregnação Papel 65gr - Fond 22-1118537-00 - Nome/Código Fornecedor: Fond 22|1118537|00 - Cinza, Quantidade: 2"
"Industr.Impregnação Papel 65gr - Carvalho Natural ., Quantidade: 2"
"Industr.Impregnação Papel 65gr - Bronze ., Quantidade: 2"
"Industr.Impregnação Papel 65gr - Bilbao. Industr.Impregnação Papel 65gr - Bilbao, Quantidade: 2"
"Industr.Impregnação Papel 65gr - Antuerpia ., Quantidade: 2"
"Embalagem De Papelao Lateral [Extra] (200 x 320 mm) Nº CI: - PRODUTO/SERVIÇO: - CENTRO DE CUSTO: - SOLICITANTE: - APROVADOR: - UTILIZAÇÃO PADRÃO: - DESCRIÇÃO COMPLEMENTAR:., Quantidade: 2"
"'PAPEL GLOSSY FOTOGRAFICO A4 210MMX297MM APROVA D''AGUA CONTEM 20 FOLHA 230GRAMAS', Quantidade: 2"
"PAPELAO JUNTA GUARNITAL 1/8.POL, Quantidade: 2"
"PAPELAO GUARNITAL 1/64.POL, Quantidade: 2"
